,TenBaiHat,TacGia,TheLoai,,
2198,Để Gió Cuốn Đi,Mộc Miên,3,,
2199,Chìm Dưới Cơn Mưa,Trịnh Công Sơn,3,,
2200,Biển Nhớ,Như Mai,3,,
2201,Phúc Âm Buồn,Trịnh Công Sơn,3,,
2202,Xin Cho Tôi,Trung Nhật Vocal,3,,
2203,Để Gió Cuốn Đi,Trung Nhật Vocal,3,,
2204,Nắng Thuỷ Tinh (Pre 75),Lệ Thu,3,,
2205,Nắng Thủy Tinh Cover,Trang,3,,
2206,Còn Có Bao Ngày (Live),"Như Tuyết, Bửu Phùng",3,,
2207,Em Còn Nhớ Hay Đã Quên,Toàn Nguyễn,3,,
2208,Xin Cho Tôi (Live),Phạm Hoàng Việt Hoa,3,,
2209,Nguyệt Ca,Vũ Khanh,3,,
2210,Còn Tuổi Nào Cho Em,Thiên Hà,3,,
2211,Tình Xa,Toàn Nguyễn,3,,
2212,Diễm Xưa,Toàn Nguyễn,3,,
2213,Còn Tuổi Nào Cho Em,Giang Trang,3,,
2214,Diễm Xưa,Đàm Vĩnh Hưng,3,,
2215,Dấu Chân Địa Đàng,Ngô Kỳ Vỹ,3,,
2216,Hôm Nay Tôi Nghe,Trịnh Công Sơn,3,,
2217,Còn Tuổi Nào Cho Em,Đỗ Thu Hương,3,,
2218,Biển Nhớ,Instrumental,3,,
2219,Diễm Xưa,Kim Anh,3,,
2220,Lời Tựa,Trịnh Công Sơn,3,,
2221,Thiên Sứ Bâng Khuâng,Hiền Thục,3,,
2222,Nỗi Niềm Riêng,Nguyễn Đình Toàn,3,,
2223,Như Tiếng Thở Dài,Giang Trang,3,,
2224,Còn Ai Với Ai (Live),Như Tuyết,3,,
2225,Phôi Pha,Nguyễn Đình Toàn,3,,
2226,Còn Ai Với Ai,Quang Dũng,3,,
2227,Cát Bụi,Đàm Vĩnh Hưng,3,,
2228,Ru Em Từng Ngón Xuân Nồng,"Bằng Cường, Thu Đặng",3,,
2229,Đêm Thấy Ta Là Thác Đổ,Dương Edward,3,,
2230,Như Tiếng Thở Dài,Trịnh Công Sơn,3,,
2231,Đời Gọi Em Biết Bao Lần,Hồng Nhung,3,,
2232,LK: Xa Rồi Tuổi Thơ - Còn Tuổi Nào Cho Em (Gala Nhạc Việt 10),"Phương Thanh, Ngọc Linh",3,,
2233,Ướt Mi,Đức Lâm,3,,
2234,Em Còn Nhớ Hay Em Đã Quên,Đoan Trang,3,,
2235,Nhìn Những Mùa Thu Đi,Bùi Tuyết Mai,3,,
2236,Ngẫu Nhiên,Trung Nhật Vocal,3,,
2237,Ta Đã Thấy Gì Trong Đêm Nay,Đàm Vĩnh Hưng,3,,
2238,Xa Dấu Mặt Trời,Trịnh Công Sơn,3,,
2239,Ru Đời Đi Nhé,Andre X-Factor,3,,
2240,Xin Mặt Trời Ngủ Yên,Như Mai,3,,
2241,Cát Bụi,Mộc Miên,3,,
2242,Cúi Xuống Thật Gần,Bảo Yến,3,,
2243,Ngày Đá Đơm Bông,Thanh Hoa (NSND),3,,
2244,Mưa Hồng,Trung Nhật Vocal,3,,
2245,Mỗi Ngày Tôi Chọn Một Niềm Vui (Gala Nhạc Việt 8),"Tiêu Châu Như Quỳnh, Quốc Thiên",3,,
2246,Nguyệt Ca,Hoàng Lê Vi,3,,
2247,Mưa Hồng,Trần Vũ,3,,
2248,Như Cánh Vạc Bay,Andre Lecharoux,3,,
2249,Em Còn Nhớ Hay Em Đã Quên,Thích Huyền Minh,3,,
2250,Biển Nhớ,Hồng Nhung,3,,
2251,Bên Đời Hiu Quạnh,Hồng Nhung,3,,
2252,Dấu Chân Địa Đàng,Quang Dũng,3,,
2253,Biển Nhớ,Vương Bảo Tuấn,3,,
2254,Xin Trả Nợ Người,Trịnh Công Sơn,3,,
2255,Phôi Pha,Phạm Anh Duy,3,,
2256,Hoa Vàng Mấy Độ,Mộc Miên,3,,
2257,Ta Đã Thấy Gì Trong Đêm Nay,Cẩm Vân,3,,
2258,Tôi Ơi ! Đừng Tuyệt Vọng,Trung Nhật Vocal,3,,
2259,Dấu Chân Địa Đàng,Nguyễn Trần Thái Tuấn,3,,
2260,Xa Dấu Mặt Trời,Hồng Nhung,3,,
2261,Còn Thấy Mặt Người (Live),"Như Tuyết, Đăng Tuấn",3,,
2262,Cỏ Xót Xa Đưa,Hồng Nhung,3,,
2263,Lời Gọi Thiên Thu,Hồng Nhung,3,,
2264,Ở Trọ,Đình Văn,3,,
2265,Tuổi Đá Buồn 1969,Trịnh Công Sơn,3,,
2266,Chiều Một Mình Qua Phố,Mộc Miên,3,,
2267,Tình Nhớ,"Quang Dũng, Hồng Nhung",3,,
2268,Níu Tay Nghìn Trùng,Hồng Hạnh,3,,
2269,Thuở Bống Là Người,NS Bảo Phúc,3,,
2270,Xin Cho Tôi,Đàm Vĩnh Hưng,3,,
2271,Như Một Lời Chia Tay (Vietnam Idol 2010),Lân Nhã,3,,
2272,Gọi Tên Bốn Mùa,Khánh Hạ,3,,
2273,Tôi Đang Lắng Nghe,Cẩm Vân,3,,
2274,Những Con Mắt Trần Gian,Lê Bảo,3,,
2275,Em Còn Nhớ Hay Em Đã Quên,Lê Quốc Ân,3,,
2276,Ngủ Ngon Mùa Đông,Trịnh Công Sơn,3,,
2277,Tình Sầu,"Hồng Nhung, Quang Dũng",3,,
2278,Em Đi Trong Chiều,Lê Bảo,3,,
2279,Tiếng Hát Dạ Lan,Giang Trang,3,,
2280,Cho Em Quên Tuổi Ngọc,Ngọc Lan,3,,
2281,Ngụ Ngô Mùa Đông 1969,Trịnh Công Sơn,3,,
2282,Đêm Thấy Ta Là Thác Đổ,Lê Quốc Ân,3,,
2283,Tình Nhớ,Quang Thắng,3,,
2284,Ru Em Từng Ngón Xuân Nồng,Đức Lâm,3,,
2285,Xin Cho Tôi (Cặp Đôi Hoàn Hảo - Trữ Tình & Bolero),"Đức Phúc, Cẩm Vân",3,,
2286,Tuổi Đá Buồn Cover,Nguyễn Trần Thái Tuấn,3,,
2287,Vết Lăn Trầm 1969,Trịnh Công Sơn,3,,
2288,Biển Nhớ,Minh Thuận,3,,
2289,Cũng Sẽ Chìm Trôi,Hồng Nhung,3,,
2290,Xin Mặt Trời Ngủ Yên,Thu Nguyễn,3,,
2291,Còn Thấy Mặt Người,Nhóm Dòng Sông Xanh,3,,
2292,Cát Bụi,Vũ Phong Vũ,3,,
2293,Ta Đã Thấy Gì Trong Đêm Nay,Quỳnh Scarlett,3,,
2294,Ru Em Từng Ngón Xuân Nồng,Andre Lecharoux,3,,
2295,Phúc Âm Buồn,Thanh Phương,3,,
2296,Tôi Sẽ Nhớ,Trịnh Công Sơn,3,,
2297,Ngủ Đi Con 1969,Trịnh Công Sơn,3,,
2298,Ra Đồng Giữa Ngọ,Hồng Nhung,3,,
2299,Biển Nhớ,"Đàm Vĩnh Hưng, Dương Thái Hà",3,,
2300,Một Cõi Đi Về,Liên Thủy,3,,
2301,Con Mắt Còn Lại,Trung Nhật Vocal,3,,
2302,Một Cõi Đi Về,Nguyễn Trần Thái Tuấn,3,,
2303,Chiếc Lá Thu Phai,Hoàng Lê Vi,3,,
2304,Kim,Thái Châu,3,,
2305,Một Cõi Đi Về (1993),"Trịnh Công Sơn, Trần Văn Khê",3,,
2306,Rừng Xưa Đã Khép,Hoàng Lê Vi,3,,
2307,Hoa Vàng Mấy Độ,Thanh Lam (NSƯT),3,,
2308,Vũ Nữ Thân Gầy,Ngọc Ánh,3,,
2309,Người Già Và Em Bé,Đàm Vĩnh Hưng,3,,
2310,Tôi Ơi Đừng Tuyệt Vọng,Cẩm Vân,3,,
2311,Nối Vòng Tay Lớn (Liveshow Đêm Việt Nam - Giấc Mộng Đêm Hè 2014),V.A,3,,
2312,Cũng Sẽ Chìm Trôi,Quang Dũng,3,,
2313,Tuổi Đá Buồn,Như Mai,3,,
2314,Cho Đời Chút Ơn,Quỳnh Scarlett,3,,
2315,Phúc Âm Buồn,Thái Hòa,3,,
2316,Như Cánh Vạc Bay,Andre X-Factor,3,,
2317,Một Cõi Đi Về,Nguyễn Đình Toàn,3,,
2318,Ru ta ngậm ngùi,"Khánh Ly, TCS",3,,
2319,Nắng Thủy Tinh,Hoàng Lê Vi,3,,
2320,Phúc Âm Buồn 1969,Trịnh Công Sơn,3,,
2321,Diễm Xưa,Cẩm Vân,3,,
2322,Hoa Xuân Ca,Đăng Nguyên,3,,
2323,Đêm Thấy Ta Là Thác Đổ,Trí Nhân,3,,
2324,Mưa Hồng,Giang Trang,3,,
2325,Ru Ta Ngậm Ngùi,Bích Nga,3,,
2326,Ðường Xa Vạn Dặm Mẹ Bỏ Con Ði,Hồng Nhung,3,,
2327,Huyền Thoại Mẹ,Nguyễn Phi Hùng,3,,
2328,Diễm Xưa,Kiều Nga,3,,
2329,Nhớ Mùa Thu Hà Nội,"Ý Lan, Khánh Hà",3,,
2330,Xin Cho Tôi,Văn Ngân Hoàng,3,,
2331,Ru Em,Hồng Nhung,3,,
2332,Đêm Thấy Ta Là Thác Đổ,Quỳnh Scarlett,3,,
2333,Môi Hồng Đào,Quỳnh Scarlett,3,,
2334,Ru Ta Ngậm Ngùi,Nguyễn Đình Toàn,3,,
2335,Nhìn Những Mùa Thu Đi,Đàm Vĩnh Hưng,3,,
2336,Để Gió Cuốn Đi,Thảo My,3,,
2337,Ca Dao Mẹ 1969,"Trịnh Công Sơn, Khánh Ly",3,,
2338,Nhớ Mùa Thu Hà Nội,Mai Diệu Ly,3,,
2339,"Để Gió Cuốn Đi, Tôi Đã Mơ Thấy Chuyến Đi Của Mình",Hồng Nhung,3,,
2340,Nhìn Những Mùa Thu Đi (Live),Duy Khoa,3,,
2341,Tình Xa,Nguyễn Đình Toàn,3,,
2342,Diễm Xưa,Nguyễn Đình Toàn,3,,
2343,Lại Gần Với Nhau,Lê Bảo,3,,
2344,Ru Ta Ngậm Ngùi,Tiến Dũng,3,,
2345,Ru Em Từng Ngón Xuân Nồng,"Yoshi Imamura, Liz Kinon",3,,
2346,Gọi Tên Bốn Mùa,Phạm Thu Hà,3,,
2347,Chiếc Lá Thu Phai,Giang Trang,3,,
2348,Ru Tình,Khánh Ngọc,3,,
2349,Nhớ Mùa Thu Hà Nội,Thúy Hồng,3,,
2350,Còn Tuổi Nào Cho Em,Nguyễn Trần Thái Tuấn,3,,
2351,"Huế, Sài Gòn, Hà Nội",Đàm Vĩnh Hưng,3,,
2352,Mỗi Ngày Tôi Chọn Một Niềm Vui,Phạm Quỳnh Anh,3,,
2353,Hãy Yêu Nhau Đi,"Lan Anh, Tấn Minh",3,,
2354,Ru Đời Đi Nhé,Andre Lecharoux,3,,
2355,Đóa Hoa Vô Thường,Quỳnh Scarlett,3,,
2356,Hạ Trắng,Cẩm Vân,3,,
2357,Nắng Thủy Tinh,Ngọc Bích,3,,
2358,Phôi Pha,"Quang Dũng, Hồng Nhung",3,,
2359,Có Một Ngày Như Thế,Hồng Nhung,3,,
2360,Như Cánh Vạc Bay,Đàm Vĩnh Hưng,3,,
2361,Phôi pha,Toàn Nguyễn,3,,
2362,Hạ Trắng,Đoàn Mạnh Quân,3,,
2363,Lời Thiên Thu Gọi,Giang Trang,3,,
2364,Một Trái Tim Một Tình Yêu,Anh Thiện,3,,
2365,Còn Tuổi Nào Cho Em,Lê Phương,3,,
2366,Hạ Trắng,Nguyễn Đình Toàn,3,,
2367,Tuổi Đá Buồn,Nguyễn Trần Thái Tuấn,3,,
2368,Có Một Dòng Sông Đã Qua Đời,Quỳnh Scarlett,3,,
2369,Tuổi Đá Buồn,Lê Thanh Huyền Trân,3,,
2370,Con Mắt Còn Lại,"5 Dòng Kẻ, Trịnh Công Sơn",3,,
2371,Hành Hương Trên Đồi Cao,Cẩm Vân,3,,
2372,Rừng Xưa Đã Khép 1,Giang Trang,3,,
2373,Biển Nhớ,Lê Uyên,3,,
2374,Diễm Xưa,Instrumental,3,,
2375,Biển Nhớ,Nguyễn Đình Toàn,3,,
2376,Tuổi Đời Mênh Mong,Trịnh Vĩnh Trinh,3,,
2377,Hà Nội Đêm Trở Gió,Trọng Đại,3,,
2378,Huyền Thoại Mẹ,Bé Thu Hà,3,,
2379,Gọi Tên Bốn Mùa,Giang Trang,3,,
2380,Ca Dao Mẹ,Lê Bảo Bình,3,,
2381,Ngẫu Nhiên,Bảo Yến,3,,
2382,Ru Em,Kim Lan,3,,
2383,Chiều Một Mình Qua Phố,"Nini, Vina Uyển My, Hạ Vy",3,,
2384,Khoảng Khắc,Thanh Lam (NSƯT),3,,
2385,Xin Trả Nợ Người,Quốc Trường,3,,
2386,Thương Một Người,Toàn Nguyễn,3,,
2387,Biển Nhớ,Bảo Yến,3,,
2388,Tình Xa,Thái Hiền,3,,
2389,Ru Đời Đi Nhé,Quỳnh Scarlett,3,,
2390,Diễm Xưa,Bảo Yến,3,,
2391,Ướt Mi,Toàn Nguyễn,3,,
2392,Ru Ta Ngậm Ngùi,Khánh Ngọc,3,,
2393,Còn Tuổi Nào Cho Em,Mỹ Ly,3,,
2394,Chiều Một Mình Qua Phố,"Yoshi Imamura, Liz Kinon",3,,
2395,Xa Dấu Mặt Trời 1969,Trịnh Công Sơn,3,,
2396,Ru Em Từng Ngón Xuân Nồng,Khánh Hà,3,,
2397,Tình Nhớ (Gala Nhạc Việt 4),Đinh Hương,3,,
2398,Cho Đời Chút Ơn,Phạm Thu Hà,3,,
2399,Chuyện Đóa Quỳnh Hương,Hoàng Lê Vi,3,,
2400,Đêm Thấy Ta Là Thác Đổ,Khánh Ngọc,3,,
2401,Dấu Chân Địa Đàng,Đặng Minh Thông,3,,
2402,Cát Bụi,Phương Thanh,3,,
2403,Ru Đời Đi Nhé,Lê Quốc Ân,3,,
2404,Mỗi Ngày Tôi Chọn Một Niềm Vui,Hà Thanh,3,,
2405,Đêm Thấy Ta Là Thác Đổ,Phạm Gyp,3,,
2406,Xin Mặt Trời Ngủ Yên,Uyên Phương,3,,
2407,Em Còn Nhớ Hay Em Đã Quên,Quỳnh Scarlett,3,,
2408,Bên Đời Hiu Quạnh,Lưu Hồng,3,,
2409,Về Đây Nghe Em,Hồng Nhung,3,,
2410,Xa Dấu Mặt Trời,Giang Trang,3,,
2411,Người Về Bỗng Nhớ,Giang Trang,3,,
2412,Bên Đời Hiu Quạnh,Ngọc Thúy,3,,
2413,Góp Lá Mùa Xuân,Giang Trang,3,,
2414,Cuối Cùng Cho Một Tình Yêu,Giang Trang,3,,
2415,Em Là Hoa Hồng Nhỏ,Mộng Thi,3,,
2416,Cao Dao Mẹ 1969,Trịnh Công Sơn,3,,
2417,Lời bạt - Một cõi đi về,"Trần Văn Khê, Trịnh Công Sơn",3,,
2418,Hai Mươi Mùa Nắng Lạ,Nguyên Thảo,3,,
2419,Chiều Một Mình Qua Phố,Ngọc Ánh,3,,
2420,Tỉnh Yêu Tìm Thấy,Tấn Sơn,3,,
2421,Rừng Xưa Đã Khép 2,Giang Trang,3,,
2422,Tình Khúc ƠBai,Hồng Nhung,3,,
2423,Tình Nhớ,Cẩm Vân,3,,
2424,Biển Nhớ,Nguyệt Sơn,3,,
2425,Tuổi Đá Buồn,Hiền Thục,3,,
2426,Medley Diễm Xưa & Hạ Trắng,"Thiên Kim, Lệ Thu",3,,
2427,Vườn Xưa,Hiền Thục,3,,
2428,Như Cánh Vạc Bay,Khánh Ngọc,3,,
2429,Ca Dao Mẹ,Quang Dũng,3,,
2430,Biển nhớ,Toàn Nguyễn,3,,
2431,Giọt Lệ Thiên Thu,Thủy Tiên (Trịnh),3,,
2432,Ru Em Từng Ngón Xuân Hồng,Andre X-Factor,3,,
2433,Để Gió Cuốn Đi,Hồ Quỳnh Hương,3,,
2434,"LK Ở Trọ, Ngẫu Nhiên",Ánh Nguyệt,3,,
2435,Như một lời chia tay,Toàn Nguyễn,3,,
2436,Biển Nhớ,Hồ Ngọc Hà,3,,
2437,Tuổi Đá Buồn,Hà Chi,3,,
2438,Hạ Trắng,Ngọc Ánh,3,,
2439,Còn Có Bao Ngày,Tấn Sơn,3,,
2440,Hãy Yên Lòng Đi Mẹ Ơi,Đông Quân,3,,
2441,Ru Em,"Yoshi Imamura, Liz Kinon",3,,
2442,Biển Nhớ,Minh Sơn,3,,
2443,Dấu Chân Địa Đàng,Văn Ngân Hoàng,3,,
2444,Như Cánh Vạt Bay,Hoài Nam,3,,
2445,Lời Mẹ Ru,Hiền Thục,3,,
2446,Diễm Xưa,Phan Đình Tùng,3,,
2447,Lời Buồn Thánh,Giang Trang,3,,
2448,Rừng Xưa Đã Khép,Toàn Nguyễn,3,,
2449,Tình Nhớ,Nguyễn Hồng Nhung,3,,
2450,Đóa Hoa Vô Thường,Minh Oanh,3,,
2451,Cuối Cùng Cho Một Tình Yêu,Khánh Ngọc,3,,
2452,Một Cõi Đi Về,Hà Chi,3,,
2453,LK Nhìn Những Mùa Thu Đi & Nắng Thủy Tinh,"Khánh Ly, Lệ Thu",3,,
2454,Huyền Thoại Mẹ,Phương Thanh,3,,
2455,Mưa Hồng,Thiên Tôn,3,,
2456,Mưa Hồng,Quỳnh Scarlett,3,,
2457,Linh Hồn Tôi,Thủy Tiên (Trịnh),3,,
2458,Cát Bụi,Hoàng Lê Vi,3,,
2459,Một Buổi Sáng Mùa Xuân,"Yoshi Imamura, Liz Kinon",3,,
2460,Ru Đời Đi Nhé,Giang Trang,3,,
2461,Xin Cho Tôi,Cẩm Vân,3,,
2462,Xin Cho Tôi,Thủy Tiên (Trịnh),3,,
2463,Tình Nhớ,Anh Khoa,3,,
2464,Xa Dấu Mặt Trời,Bích Nga,3,,
2465,Tình Ca Người Mất Trí,Lê Bảo,3,,
2466,Nghe Những Tàn Phai,"Yoshi Imamura, Liz Kinon",3,,
2467,Phôi Pha,Nguyễn Trần Thái Tuấn,3,,
2468,Tuổi Đá Buồn,"Liz Kinon, Yoshi Imamura",3,,
2469,Rừng xưa đã khép,Giang Trang,3,,
2470,Biển Nhớ,Hoàng Lê Vi,3,,
2471,Xin Cho Tôi,Hà Anh Tuấn,3,,
2472,Cát Bụi,Thanh Lam (NSƯT),3,,
2473,Ru Đời Đi Nhé,Quốc Trường,3,,
2474,Xin Trả Nợ Người,Hoàng Lê Vi,3,,
2475,Bên Trời Hiu Quạnh,"Đàm Vĩnh Hưng, AC&M",3,,
2476,Như Cánh Vạc Bay,"Yoshi Imamura, Liz Kinon",3,,
2477,Tuổi Đời Mênh Mông,"Thúy Vi, Hằng Nga, Ngọc Anh, V.A",3,,
2478,Cuối Cùng Cho Một Tình Yêu,Hiền Thục,3,,
2479,Bên Đời Hiu Quạnh,AC&M,3,,
2480,Cát bụi,Y Phương,3,,
2481,Một Lần Thoáng Có,Giang Trang,3,,
2482,Còn Thấy Mặt Người,"Yoshi Imamura, Liz Kinon",3,,
2483,Ướt Mi,"Yoshi Imamura, Liz Kinon",3,,
2484,Một Cõi Đi Về,Bảo Khánh,3,,
2485,Tình Sầu,Hiền Thục,3,,
2486,Nhìn Những Mùa Thu Đi,Thanh Lam (NSƯT),3,,
2487,Lời Kết Thúc Sơn Ca 7,Tú Trinh,3,,
2488,Phúc Âm Buồn,Giang Trang,3,,
2489,Vết Lăn Trầm,Giang Trang,3,,
2490,Rừng Xưa Đã Khép,"Yoshi Imamura, Liz Kinon",3,,
2491,Dấu Chân Địa Đàng,Hồng Sơn,3,,
2492,Đêm Thấy Ta Là Thác Đổ,Thụy Vũ,3,,
2493,Ca Dao Mẹ,Trí Nhân,3,,
2494,Cỏ Xót Xa Đưa,Toàn Nguyễn,3,,
2495,Chiều Một Mình Qua Phố,Phạm Thu Hà,3,,
2496,Bài Tình Ca Cho Em,"Họa Mi, Lê Tấn Quốc",3,,
2497,Lặng Lẽ Nơi Này,Toàn Nguyễn,3,,
2498,Ru Ta Ngậm Ngùi,Thu Đặng,3,,
2499,À Ơi Mẹ Ru,Lê Bảo,3,,
2500,Gọi Tên Bốn Mùa,Hiền Thục,3,,
2501,Nắng Thủy Tinh,Anh Nhật,3,,
2502,Em Hãy Ngủ Đi,Khánh Ngọc,3,,
2503,Đêm Thu (Đặng Thế Phong),Mỹ Hạnh,3,,
2504,Giọt Nước Mắt Cho Quê Hương,Quỳnh Scarlett,3,,
2505,Tự Tình Khúc,"Hồng Nhung, Quang Dũng",3,,
2506,Diễm Xưa,Thái Thanh,3,,
2507,Môi hồng đào,"Khánh Ly, Trần Thu Hà",3,,
2508,Ngẫu Nhiên,"Quang Dũng, Hồng Nhung",3,,
2509,Còn Tuổi Nào Cho Em,Sỹ Mạnh,3,,
2510,Một Cõi Đi Về,Trịnh Hoàng Hải,3,,
2511,Ru Em,Trịnh Sơn Truyền,3,,
2512,Tuổi Đá Buồn,Instrumental,3,,
2513,Còn Tuổi Nào Cho Em,Ngọc Bích,3,,
2514,Tuổi Nào Cho Em,Trịnh Sơn Truyền,3,,
2515,Mỗi Ngày Tôi Chọn Một Niềm Vui,Tuấn Ngọc,3,,
2516,Vẫn Thấy Bên Đời Còn Có Em,Giang Trang,3,,
2517,Biển Nghìn Thu Ở Lại,Đình Nguyên,3,,
2518,Diễm Xưa (Guitar Version),Thích Huyền Minh,3,,
2519,Ru đời đi nhé,Toàn Nguyễn,3,,
2520,Nghe Những Tàn Phai,Tấn Sơn,3,,
2521,Cát Bụi,Đình Nguyên,3,,
2522,Giọt Nước Mắt Cho Quê Hương,Kim Ngọc,3,,
2523,Ru Em Từng Ngón Xuân Nồng,Nam Khánh,3,,
2524,Diễm Xưa,Ngọc Kim,3,,
2525,Nhớ Mùa Thu Hà Nội,Thanh Hà,3,,
2526,Gọi Tên Bốn Mùa,Tuấn Anh,3,,
2527,"LK Hạ Trắng, Biển Nhớ, Một Cõi Đi Về",Phạm Sĩ Phú,3,,
2528,Như Chim Ưu Phiền,Giang Trang,3,,
2529,Còn Có Bao Ngày,Hiền Thục,3,,
2530,Một Ngày Như Mọi Ngày,Thủy Tiên (Trịnh),3,,
2531,Rồi Mai Tôi Đưa Em,"Họa Mi, Lê Tấn Quốc",3,,
2532,Tuổi Đá Buồn,Bảo Yến,3,,
2533,Em Ở Nông Trường Em Ra Biên Giới,Tùng Dương,3,,
2534,Ru Đời Đi Nhé,Cao Thái Sơn,3,,
2535,Này Em Có Nhớ,Thanh Lam (NSƯT),3,,
2536,Chiều Một Mình Qua Phố,Tấn Sơn,3,,
2537,Biển Nhớ (Slow),Tuấn Ngọc,3,,
2538,Xin Mặt Trời Ngủ Yên,Hồng Mơ,3,,
2539,Chiếc Lá Thu Phai,Hồng Mơ,3,,
2540,Tạ Ơn,Khánh Hà,3,,
2541,Tình nhớ,Thúy Hồng,3,,
2542,Vẫn có em bên đời,Giang Trang,3,,
2543,Bống Bồng Ơi,"Quang Dũng, Hồng Nhung",3,,
2544,Tưởng Rằng Đã Quên,Tấn Sơn,3,,
2545,Yêu Dấu Tan Theo,Tấn Sơn,3,,
2546,Lời Mẹ Ru,Hà Thanh,3,,
2547,Cát Bụi,Nguyệt Sơn,3,,
2548,Có Một Dòng Sông Đã Qua Đời,V.A,3,,
2549,Lời Mẹ Ru,Bích Nga,3,,
2550,Trong Nỗi Đau Tình Cờ,Tấn Sơn,3,,
2551,Biết Đâu Nguồn Cội,"Thái Hòa, Thủy Tiên, Ca đoàn DS",3,,
2552,Tôi Ru Em Ngủ,Quốc Vĩnh,3,,
2553,Để Gió Cuốn Đi,V.A,3,,
2554,Chiều Một Mình Qua Phố,Vân Khánh,3,,
2555,Tình Sầu,Thanh Lam (NSƯT),3,,
2556,Gọi Tên Bốn Mùa,Thụy Du,3,,
2557,Tình Xa,Nguyễn Toàn,3,,
2558,Tưởng Rằng Đã Quên,Tuấn Vũ,3,,
2559,Cát Bụi,Mai Quốc Việt,3,,
2560,Diễm Xưa,"Châu Hải Đăng, Đăng Hải",3,,
2561,Ướt mi,Y Phương,3,,
2562,Còn Ai Với Ai,Trịnh Vĩnh Trinh,3,,
2563,Một Cõi Đi Về,Cổ Tuyết,3,,
2564,Bên Đời Quạnh Hiu,Tấn Sơn,3,,
2565,Diễm Xưa,V.A,3,,
2566,Cát Bụi,Mã Thiện Đồng,3,,
2567,Tôi Ru Em Ngủ,Cẩm Vân,3,,
2568,Tôi Ru Em Ngủ,Hoàng Lê Vi,3,,
2569,Một Cõi Đi Về,Ngọc Bảo,3,,
2570,Tôi Ru Em Ngủ - Lời Buồn Thánh,"Đức Tuấn, Hợp Xướng",3,,
2571,Ru Em Từng Ngón Xuân Nồng,Nguyễn Hồng Nhung,3,,
2572,Rừng Xưa Đã Khép,Cẩm Vân,3,,
2573,Chỉ Có Ta Trong Một Đời,Quang Ngọc,3,,
2574,Dấu Chân Địa Đàng,Nguyễn Hồng Nhung,3,,
2575,Vết Lăn Trầm,Quang Dũng,3,,
2576,Một Cõi Đi Về,Instrumental,3,,
2577,Một Cõi Đi Về,Đình Nguyên,3,,
2578,Hãy Yêu Nhau Đi,V.A,3,,
2579,Ở Trọ,Quang Ngọc,3,,
2580,Ru Ta Ngậm Ngùi (Bonustrack),Thanh Lam (NSƯT),3,,
2581,"Huế, Sài Gòn, Hà Nội",V.A,3,,
2582,Ru Ta Ngậm Ngùi,"Thu Vàng, Lê Quốc Ân",3,,
2583,Đóa Hoa Vô Thường (Acoustic Ver),Thanh Ngọc,3,,
2584,Hạ Trắng (Version 2),Lệ Thu,3,,
2585,Mưa Hồng,Nguyệt Ca,3,,
2586,Hoa Tím Ngày Xưa,Đông Đào,3,,
2587,Tuổi Đá Buồn,Viễn Trinh,3,,
2588,Để Gió Cuốn Đi,Hiền Thục,3,,
2589,Mưa Hồng,"Andre X-Factor, Thanh Lam (NSƯT)",3,,
2590,Nắng thủy tinh,Nguyệt Ca,3,,
2591,Một Cõi Đi Về,Bảo Ngọc,3,,
2592,Biển Nhớ,Tuấn Ngọc,3,,
2593,Nghe Những Tàn Phai,Phạm Thu Hà,3,,
2594,Lời Thiên Thu Gọi,Thủy Tiên (Trịnh),3,,
2595,Ru Em (Song Ngữ),Cẩm Vân,3,,
2596,Em Đi Bỏ Lại Con Đường,Thủy Tiên (Trịnh),3,,
2597,Chỉ Có Ta Trong Cuộc Đời,Y Phương,3,,
2598,Dấu Chân Địa Đàng,Hồng Mơ,3,,
2599,Diễm Xưa,Đức Huỳnh,3,,
2600,Tự Tình Khúc,Trịnh Vĩnh Trinh,3,,
2601,Tuổi Đá Buồn,Cao Thái Sơn,3,,
2602,Diễm Xưa,Hà Chi,3,,
2603,Lời thiên thu gọi,Trịnh Sơn Truyền,3,,
2604,Những con mắt trần gian,Trịnh Sơn Truyền,3,,
2605,Ru Ta Ngậm Ngùi,Trịnh Sơn Truyền,3,,
2606,Hạ Trắng & Diễm Xưa,"Thiên Kim, Lệ Thu",3,,
2607,Ướt Mi,Phan Đình Tùng,3,,
2608,Những Con Mắt Trần Gian,Hiền Thục,3,,
2609,Du Mục 1969,Trịnh Công Sơn,3,,
2610,Người Già Em Bé,Đỗ Trung Quân,3,,
2611,Du Mục,Lê Bảo,3,,
2612,Ru Ta Ngậm Ngùi,"Quốc Khanh, Thiên Kim",3,,
2613,Ở Trọ,Ái Vân,3,,
2614,Còn Tuổi Nào Cho Em,Nguyệt Ánh,3,,
2615,Biển Nhớ,Bình Nguyên,3,,
2616,Phía Xa Chuyện Tình,Quang Ngọc,3,,
2617,Mưa Hồng,Phan Đình Tùng,3,,
2618,LK Trịnh Công Sơn,V.A,3,,
2619,Liên Khúc Diễm Xưa & Hạ Trắng,"Lệ Thu, Thiên Kim",3,,
2620,Mưa Hồng,Hoàng Hoa,3,,
2621,Đêm Thấy Ta Là Thác Đổ,Cao Huy Thế,3,,
2622,Nay Em Có Nhớ,Quốc Vĩnh,3,,
2623,Ở Trọ,"Quỳnh Anh, Kim Anh",3,,
